equipo,puntos_trys_concedidos,posesion_pelota,ocupacion_sobre_terreno_rival,posesion_sobre_terreno_propio,posesion_sobre_terreno_rival,posesion_sobre22m_rival,scrum_obtenidos,scrum_perdidos,scrum_ganados,scrum_reiniciados,lineouts_obtenidos,lineouts_ganados,lineouts_ganados_rival,knock_on,penales_anotados,penales_cometidos,tackles_exitoso,tackle_defensivo_exitoso,tackle_fallido,free_kick,balones_pasados,Resultado,Oponente,fecha,temporada,equipo_sede,condicion,resultado_partido,Maison,Ville,Departement,temperatura,lluvia_1h,viento_velocidad,humedad,estacion_calidad
Aviron Bayonnais,3,0.62,0.62,0.61,0.38,0.58,7,0,4,3,15,13,2,3,2,16,85,2,15,18,203,27 ,Racing 92,2023-12-30 16:00:00,2023-2024,Aviron Bayonnais,Local,Ganador,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,13.9,0.0,1.5,57.0,GER
Racing 92,2,0.38,0.38,0.39,0.62,0.42,7,1,6,0,14,10,0,2,3,12,203,4,26,19,86, 23,Aviron Bayonnais,2023-12-30 16:00:00,2023-2024,Aviron Bayonnais,Visitante,Perdedor,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,13.9,0.0,1.5,57.0,GER
RC Toulon,1,0.5,0.46,0.58,0.55,0.45,10,1,6,3,9,7,3,2,4,9,134,15,18,28,127,19 ,Stade Français Paris,2023-12-30 18:00:00,2023-2024,RC Toulon,Local,Ganador,Stade Mayol,Toulon,Var,6.9,0.0,0.6,92.0,LE CASTELLET-AERO
Stade Français Paris,1,0.5,0.54,0.42,0.45,0.55,6,2,3,1,17,10,1,3,0,13,136,9,21,23,118, 5,RC Toulon,2023-12-30 18:00:00,2023-2024,RC Toulon,Visitante,Perdedor,Stade Mayol,Toulon,Var,6.9,0.0,0.6,92.0,LE CASTELLET-AERO
Stade Toulousain,1,0.32,0.38,0.33,0.6,0.43,7,1,5,1,13,12,0,3,1,19,173,13,38,13,98, 8,Stade Rochelais,2023-12-30 21:05:00,2023-2024,Stade Rochelais,Visitante,Perdedor,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,9.5,0.0,4.9,96.0,NUAILLE SUR BOUTONNE
Stade Rochelais,4,0.68,0.62,0.67,0.4,0.57,7,0,6,1,24,21,0,2,1,7,71,8,16,23,150,29 ,Stade Toulousain,2023-12-30 21:05:00,2023-2024,Stade Rochelais,Local,Ganador,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,9.5,0.0,4.9,96.0,NUAILLE SUR BOUTONNE
Castres Olympique,1,0.51,0.53,0.38,0.47,0.54,9,2,5,2,8,8,3,8,2,13,115,5,22,31,113,13 ,USA Perpignan,2023-12-31 14:00:00,2023-2024,Castres Olympique,Local,Perdedor,Stade Pierre-Fabre,Castres,Tarn,5.7,0.6,5.5,99.0,MONTREDON-LABESSONNIE
USA Perpignan,2,0.49,0.47,0.62,0.53,0.46,12,3,7,2,17,11,0,7,1,9,91,6,29,30,94, 17,Castres Olympique,2023-12-31 14:00:00,2023-2024,Castres Olympique,Visitante,Ganador,Stade Pierre-Fabre,Castres,Tarn,5.7,0.6,5.5,99.0,MONTREDON-LABESSONNIE
Section Paloise,1,0.53,0.58,0.67,0.41,0.58,7,1,5,1,12,9,1,3,5,9,140,9,11,31,181,20 ,Stade Rochelais,2024-01-06 15:00:00,2023-2024,Section Paloise,Local,Perdedor,Stade du Hameau,Pau,Pyrénées-Atlantiques,5.6,0.0,4.7,86.0,GER
Stade Rochelais,2,0.47,0.42,0.33,0.59,0.42,1,0,1,0,8,7,2,4,5,12,191,13,20,31,114, 29,Section Paloise,2024-01-06 15:00:00,2023-2024,Section Paloise,Visitante,Ganador,Stade du Hameau,Pau,Pyrénées-Atlantiques,5.6,0.0,4.7,86.0,GER
ASM Clermont,1,0.46,0.41,0.51,0.59,0.42,7,1,5,1,9,7,2,5,3,8,136,29,28,39,101, 14,Stade Français Paris,2024-01-06 17:00:00,2023-2024,Stade Français Paris,Visitante,Empate,Stade Jean-Bouin,Paris,Paris,6.5,0.0,5.2,74.0,LONGCHAMP
Stade Français Paris,2,0.54,0.59,0.49,0.41,0.58,10,0,7,3,15,12,1,4,0,9,85,11,14,36,126,14 ,ASM Clermont,2024-01-06 17:00:00,2023-2024,Stade Français Paris,Local,Empate,Stade Jean-Bouin,Paris,Paris,6.5,0.0,5.2,74.0,LONGCHAMP
Oyonnax Rugby,2,0.47,0.55,0.56,0.41,0.55,8,0,7,1,14,10,1,1,0,17,131,9,22,25,140, 12,USA Perpignan,2024-01-06 17:00:00,2023-2024,USA Perpignan,Visitante,Perdedor,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,4.8,0.0,3.8,47.0,SERRALONGUE
Union Bordeaux-Bègles,3,0.54,0.62,0.77,0.34,0.59,7,0,6,1,18,12,2,3,1,8,99,7,15,30,153,24 ,Aviron Bayonnais,2024-01-06 17:00:00,2023-2024,Union Bordeaux-Bègles,Local,Ganador,Stade Chaban-Delmas,Bordeaux,Gironde,7.7,0.0,3.2,79.0,ST SULPICE DE POMMIERS
Aviron Bayonnais,2,0.46,0.38,0.23,0.66,0.41,7,0,7,0,15,11,1,3,3,12,124,1,24,37,98, 23,Union Bordeaux-Bègles,2024-01-06 17:00:00,2023-2024,Union Bordeaux-Bègles,Visitante,Perdedor,Stade Chaban-Delmas,Bordeaux,Gironde,7.7,0.0,3.2,79.0,ST SULPICE DE POMMIERS
Racing 92,5,0.58,0.61,0.67,0.38,0.58,11,0,9,2,16,13,1,3,1,13,75,1,19,14,172,34 ,Castres Olympique,2024-01-06 17:00:00,2023-2024,Racing 92,Local,Ganador,Paris La Défense Arena,Nanterre,Hauts-de-Seine,6.5,0.0,5.2,74.0,LONGCHAMP (Proxy via Stade Français)
Castres Olympique,2,0.42,0.39,0.33,0.62,0.42,3,0,3,0,11,10,1,5,6,11,172,11,33,22,66, 30,Racing 92,2024-01-06 17:00:00,2023-2024,Racing 92,Visitante,Perdedor,Paris La Défense Arena,Nanterre,Hauts-de-Seine,6.5,0.0,5.2,74.0,LONGCHAMP (Proxy via Stade Français)
USA Perpignan,3,0.53,0.45,0.44,0.59,0.45,6,2,2,2,20,15,3,2,2,8,138,8,13,21,144,27 ,Oyonnax Rugby,2024-01-06 17:00:00,2023-2024,USA Perpignan,Local,Ganador,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,4.8,0.0,3.8,47.0,SERRALONGUE
Stade Toulousain,7,0.53,0.49,0.59,0.51,0.49,10,2,8,0,18,13,1,8,0,14,114,10,20,20,159,45 ,LOU Rugby,2024-01-06 21:05:00,2023-2024,Stade Toulousain,Local,Ganador,Stade Ernest-Wallon,Toulouse,Haute-Garonne,5.8,0.0,6.3,90.0,MURET-LHERM
LOU Rugby,0,0.47,0.51,0.41,0.49,0.51,8,2,6,0,15,12,2,8,0,10,146,10,27,20,156, 0,Stade Toulousain,2024-01-06 21:05:00,2023-2024,Stade Toulousain,Visitante,Perdedor,Stade Ernest-Wallon,Toulouse,Haute-Garonne,5.8,0.0,6.3,90.0,MURET-LHERM
RC Toulon,1,0.57,0.57,0.6,0.42,0.54,10,0,9,1,17,12,0,6,4,7,97,8,19,25,164, 17,Montpellier Hérault Rugby,2024-01-07 21:05:00,2023-2024,Montpellier Hérault Rugby,Visitante,Perdedor,Septeo Stadium,Montpellier,Hérault,6.2,0.0,6.5,52.0,PEZENAS-TOURBES
Montpellier Hérault Rugby,3,0.43,0.43,0.4,0.58,0.46,6,1,3,2,11,10,3,10,2,14,167,7,31,30,146,27 ,RC Toulon,2024-01-07 21:05:00,2023-2024,Montpellier Hérault Rugby,Local,Ganador,Septeo Stadium,Montpellier,Hérault,6.2,0.0,6.5,52.0,PEZENAS-TOURBES
Union Bordeaux-Bègles,3,0.47,0.52,0.43,0.49,0.52,6,0,5,1,16,12,1,6,3,10,80,9,8,26,138,26 ,Stade Français Paris,2024-01-27 15:05:00,2023-2024,Union Bordeaux-Bègles,Local,Perdedor,Stade Chaban-Delmas,Bordeaux,Gironde,8.8,0.0,3.2,98.0,ST SULPICE DE POMMIERS
Stade Français Paris,3,0.53,0.48,0.57,0.51,0.48,7,1,6,0,13,9,2,3,3,13,110,4,26,29,92, 30,Union Bordeaux-Bègles,2024-01-27 15:05:00,2023-2024,Union Bordeaux-Bègles,Visitante,Ganador,Stade Chaban-Delmas,Bordeaux,Gironde,8.8,0.0,3.2,98.0,ST SULPICE DE POMMIERS
ASM Clermont,2,0.44,0.42,0.38,0.57,0.4,3,1,2,1,9,9,4,3,3,15,155,9,26,34,105, 23,Castres Olympique,2024-01-27 17:00:00,2023-2024,Castres Olympique,Visitante,Ganador,Stade Pierre-Fabre,Castres,Tarn,13.5,0.0,1.5,75.0,MONTREDON-LABESSONNIE
Castres Olympique,3,0.56,0.58,0.62,0.43,0.6,7,1,5,1,15,10,0,3,1,7,89,12,19,36,157,20 ,ASM Clermont,2024-01-27 17:00:00,2023-2024,Castres Olympique,Local,Perdedor,Stade Pierre-Fabre,Castres,Tarn,13.5,0.0,1.5,75.0,MONTREDON-LABESSONNIE
Oyonnax Rugby,2,0.52,0.56,0.52,0.42,0.54,4,0,4,0,17,12,1,6,0,15,114,5,13,30,122, 17,Aviron Bayonnais,2024-01-27 17:00:00,2023-2024,Aviron Bayonnais,Visitante,Perdedor,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,11.8,0.0,1.9,76.0,GER
Aviron Bayonnais,2,0.48,0.44,0.48,0.58,0.46,10,3,5,2,16,14,4,3,3,10,152,9,19,28,135,21 ,Oyonnax Rugby,2024-01-27 17:00:00,2023-2024,Aviron Bayonnais,Local,Ganador,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,11.8,0.0,1.9,76.0,GER
USA Perpignan,3,0.61,0.62,0.65,0.38,0.62,5,1,3,1,22,15,0,5,1,9,96,4,24,25,231, 24,LOU Rugby,2024-01-27 17:00:00,2023-2024,LOU Rugby,Visitante,Perdedor,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,5.6,0.0,1.5,90.0,BRINDAS
Section Paloise,2,0.49,0.46,0.22,0.55,0.46,9,1,5,3,12,11,1,7,1,10,193,5,19,21,166, 17,Montpellier Hérault Rugby,2024-01-27 17:00:00,2023-2024,Montpellier Hérault Rugby,Visitante,Perdedor,Septeo Stadium,Montpellier,Hérault,12.8,0.0,3.1,67.0,PEZENAS-TOURBES
Montpellier Hérault Rugby,3,0.51,0.54,0.78,0.45,0.54,5,0,4,1,13,11,0,5,1,6,163,20,16,25,186,22 ,Section Paloise,2024-01-27 17:00:00,2023-2024,Montpellier Hérault Rugby,Local,Ganador,Septeo Stadium,Montpellier,Hérault,12.8,0.0,3.1,67.0,PEZENAS-TOURBES
LOU Rugby,3,0.39,0.38,0.35,0.62,0.38,7,0,6,1,6,5,3,5,5,13,233,9,30,29,107,36 ,USA Perpignan,2024-01-27 17:00:00,2023-2024,LOU Rugby,Local,Ganador,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,5.6,0.0,1.5,90.0,BRINDAS
RC Toulon,1,0.52,0.46,0.4,0.55,0.47,12,2,7,3,11,8,0,5,6,11,75,10,10,24,120,25 ,Stade Rochelais,2024-01-27 21:05:00,2023-2024,RC Toulon,Local,Ganador,Stade Mayol,Toulon,Var,6.1,0.0,0.0,63.0,LE CASTELLET-AERO
Stade Rochelais,2,0.48,0.54,0.6,0.45,0.53,9,1,7,1,9,7,1,3,3,12,91,5,16,22,70, 23,RC Toulon,2024-01-27 21:05:00,2023-2024,RC Toulon,Visitante,Perdedor,Stade Mayol,Toulon,Var,6.1,0.0,0.0,63.0,LE CASTELLET-AERO
Stade Toulousain,4,0.35,0.67,0.66,0.34,0.67,2,0,2,0,16,12,1,5,1,9,150,4,22,20,166, 27,Racing 92,2024-01-28 21:05:00,2023-2024,Racing 92,Visitante,Ganador,Paris La Défense Arena,Nanterre,Hauts-de-Seine,2.6,0.0,0.0,92.0,LONGCHAMP (Proxy via Stade Français)
Racing 92,2,0.65,0.33,0.34,0.66,0.33,10,0,9,1,14,13,1,2,2,7,135,8,21,23,158,20 ,Stade Toulousain,2024-01-28 21:05:00,2023-2024,Racing 92,Local,Perdedor,Paris La Défense Arena,Nanterre,Hauts-de-Seine,2.6,0.0,0.0,92.0,LONGCHAMP (Proxy via Stade Français)
Racing 92,1,0.61,0.66,0.6,0.35,0.63,8,1,6,1,17,17,2,6,0,11,74,8,23,6,151, 5,USA Perpignan,2024-02-03 15:00:00,2023-2024,USA Perpignan,Visitante,Perdedor,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,18.5,0.0,2.8,29.0,SERRALONGUE
USA Perpignan,4,0.39,0.34,0.4,0.65,0.37,11,1,9,1,13,6,0,5,0,12,139,6,32,16,90,26 ,Racing 92,2024-02-03 15:00:00,2023-2024,USA Perpignan,Local,Ganador,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,18.5,0.0,2.8,29.0,SERRALONGUE
LOU Rugby,3,0.51,0.41,0.27,0.59,0.41,7,1,5,1,9,7,1,4,0,11,95,6,32,18,166, 21,ASM Clermont,2024-02-03 17:00:00,2023-2024,ASM Clermont,Visitante,Perdedor,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,6.9,0.0,1.0,52.0,SUPERBESSE
Montpellier Hérault Rugby,1,0.57,0.59,0.42,0.41,0.53,5,2,2,1,17,15,1,5,1,10,115,3,26,25,199, 10,Stade Rochelais,2024-02-03 17:00:00,2023-2024,Stade Rochelais,Visitante,Perdedor,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,7.4,0.0,2.5,96.0,NUAILLE SUR BOUTONNE
Stade Rochelais,2,0.43,0.41,0.58,0.59,0.47,5,1,3,1,19,17,0,7,2,12,187,9,38,25,132,18 ,Montpellier Hérault Rugby,2024-02-03 17:00:00,2023-2024,Stade Rochelais,Local,Ganador,Stade Marcel-Deflandre,La Rochelle,Charente-Maritime,7.4,0.0,2.5,96.0,NUAILLE SUR BOUTONNE
Section Paloise,3,0.51,0.59,0.49,0.39,0.58,5,0,4,1,16,14,0,3,4,7,118,10,30,22,167,33 ,Castres Olympique,2024-02-03 17:00:00,2023-2024,Section Paloise,Local,Perdedor,Stade du Hameau,Pau,Pyrénées-Atlantiques,12.8,0.0,0.7,65.0,GER
Castres Olympique,5,0.49,0.41,0.51,0.61,0.42,5,3,2,0,6,6,1,4,3,15,130,3,18,23,87, 44,Section Paloise,2024-02-03 17:00:00,2023-2024,Section Paloise,Visitante,Ganador,Stade du Hameau,Pau,Pyrénées-Atlantiques,12.8,0.0,0.7,65.0,GER
Stade Français Paris,2,0.41,0.52,0.22,0.47,0.53,6,2,4,1,9,9,1,5,3,15,117,7,23,32,83, 23,Oyonnax Rugby,2024-02-03 17:00:00,2023-2024,Oyonnax Rugby,Visitante,Ganador,Stade Charles-Mathon,Oyonnax,Ain,5.4,0.0,4.0,89.0,AMBERIEU
Oyonnax Rugby,1,0.59,0.48,0.78,0.53,0.47,6,1,4,1,16,11,0,5,4,8,70,3,8,31,67,19 ,Stade Français Paris,2024-02-03 17:00:00,2023-2024,Oyonnax Rugby,Local,Perdedor,Stade Charles-Mathon,Oyonnax,Ain,5.4,0.0,4.0,89.0,AMBERIEU
ASM Clermont,6,0.49,0.59,0.73,0.41,0.59,8,1,4,3,20,18,2,5,0,9,115,10,26,24,131,38 ,LOU Rugby,2024-02-03 17:00:00,2023-2024,ASM Clermont,Local,Ganador,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,6.9,0.0,1.0,52.0,SUPERBESSE
Aviron Bayonnais,4,0.4,0.42,0.35,0.58,0.44,5,0,3,2,13,11,1,7,0,13,159,11,20,24,118, 26,Stade Toulousain,2024-02-03 21:05:00,2023-2024,Stade Toulousain,Visitante,Perdedor,Stade Ernest-Wallon,Toulouse,Haute-Garonne,6.8,0.0,1.1,98.0,MURET-LHERM
Stade Toulousain,7,0.6,0.58,0.65,0.42,0.56,9,2,6,1,16,15,0,2,1,10,83,11,17,24,168,46 ,Aviron Bayonnais,2024-02-03 21:05:00,2023-2024,Stade Toulousain,Local,Ganador,Stade Ernest-Wallon,Toulouse,Haute-Garonne,6.8,0.0,1.1,98.0,MURET-LHERM
RC Toulon,4,0.56,0.56,0.61,0.45,0.54,10,1,9,1,17,15,0,5,2,7,99,4,29,28,140,32 ,Union Bordeaux-Bègles,2024-02-04 21:05:00,2023-2024,RC Toulon,Local,Perdedor,Stade Mayol,Toulon,Var,4.5,0.2,0.0,82.0,LE CASTELLET-AERO
Union Bordeaux-Bègles,4,0.44,0.44,0.39,0.55,0.46,4,1,3,0,8,7,2,8,3,13,116,6,17,24,121, 37,RC Toulon,2024-02-04 21:05:00,2023-2024,RC Toulon,Visitante,Ganador,Stade Mayol,Toulon,Var,4.5,0.2,0.0,82.0,LE CASTELLET-AERO
LOU Rugby,3,0.52,0.57,0.46,0.42,0.56,8,1,5,2,12,12,1,4,3,11,130,10,18,24,163,28 ,Stade Rochelais,2024-02-17 15:00:00,2023-2024,LOU Rugby,Local,Ganador,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,9.8,0.0,2.0,81.0,BRINDAS
Stade Rochelais,2,0.48,0.43,0.54,0.58,0.44,6,1,5,0,12,10,0,4,1,11,143,7,46,22,133, 17,LOU Rugby,2024-02-17 15:00:00,2023-2024,LOU Rugby,Visitante,Perdedor,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,9.8,0.0,2.0,81.0,BRINDAS
USA Perpignan,1,0.52,0.56,0.54,0.42,0.54,6,1,4,1,16,8,2,2,4,13,103,4,21,18,128, 19,Stade Français Paris,2024-02-17 17:00:00,2023-2024,Stade Français Paris,Visitante,Perdedor,Stade Jean-Bouin,Paris,Paris,13.6,0.0,2.1,59.0,LONGCHAMP
Section Paloise,2,0.41,0.39,0.48,0.62,0.43,7,2,5,0,10,6,1,3,2,16,256,9,39,25,140, 20,Union Bordeaux-Bègles,2024-02-17 17:00:00,2023-2024,Union Bordeaux-Bègles,Visitante,Ganador,Stade Chaban-Delmas,Bordeaux,Gironde,13.9,0.0,1.5,52.0,ST SULPICE DE POMMIERS
Racing 92,2,0.52,0.57,0.43,0.42,0.55,4,0,3,1,14,10,0,5,2,11,132,5,29,16,190,20 ,Montpellier Hérault Rugby,2024-02-17 17:00:00,2023-2024,Racing 92,Local,Perdedor,Paris La Défense Arena,Nanterre,Hauts-de-Seine,13.6,0.0,2.1,59.0,LONGCHAMP (Proxy via Stade Français)
Union Bordeaux-Bègles,1,0.59,0.61,0.52,0.38,0.57,4,0,4,0,20,17,2,7,1,8,129,6,14,17,222,10 ,Section Paloise,2024-02-17 17:00:00,2023-2024,Union Bordeaux-Bègles,Local,Perdedor,Stade Chaban-Delmas,Bordeaux,Gironde,13.9,0.0,1.5,52.0,ST SULPICE DE POMMIERS
Stade Français Paris,4,0.48,0.44,0.46,0.58,0.46,6,2,2,2,18,15,3,3,2,15,144,17,24,23,85,32 ,USA Perpignan,2024-02-17 17:00:00,2023-2024,Stade Français Paris,Local,Ganador,Stade Jean-Bouin,Paris,Paris,13.6,0.0,2.1,59.0,LONGCHAMP
Montpellier Hérault Rugby,5,0.48,0.43,0.57,0.58,0.45,10,0,7,3,10,8,2,1,3,7,178,18,53,29,115, 44,Racing 92,2024-02-17 17:00:00,2023-2024,Racing 92,Visitante,Ganador,Paris La Défense Arena,Nanterre,Hauts-de-Seine,13.6,0.0,2.1,59.0,LONGCHAMP (Proxy via Stade Français)
Stade Toulousain,9,0.55,0.52,0.53,0.5,0.51,3,0,3,0,6,6,2,4,0,8,125,7,21,23,214,61 ,Oyonnax Rugby,2024-02-17 17:00:00,2023-2024,Stade Toulousain,Local,Ganador,Stade Ernest-Wallon,Toulouse,Haute-Garonne,12.0,0.0,0.8,65.0,MURET-LHERM
Oyonnax Rugby,5,0.45,0.48,0.47,0.5,0.49,4,0,3,1,16,12,0,6,1,7,185,12,40,27,103, 34,Stade Toulousain,2024-02-17 17:00:00,2023-2024,Stade Toulousain,Visitante,Perdedor,Stade Ernest-Wallon,Toulouse,Haute-Garonne,12.0,0.0,0.8,65.0,MURET-LHERM
Aviron Bayonnais,2,0.54,0.48,0.61,0.52,0.48,7,1,5,1,15,11,3,5,3,11,118,16,7,35,125,21 ,ASM Clermont,2024-02-17 21:05:00,2023-2024,Aviron Bayonnais,Local,Ganador,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,3.6,0.0,0.9,91.0,GER
ASM Clermont,1,0.46,0.52,0.39,0.48,0.52,5,0,4,1,17,13,1,8,2,11,149,20,23,26,102, 13,Aviron Bayonnais,2024-02-17 21:05:00,2023-2024,Aviron Bayonnais,Visitante,Perdedor,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,3.6,0.0,0.9,91.0,GER
Castres Olympique,3,0.54,0.53,0.63,0.46,0.53,12,0,10,2,8,8,2,5,2,6,111,8,25,29,127,25 ,RC Toulon,2024-02-18 21:05:00,2023-2024,Castres Olympique,Local,Ganador,Stade Pierre-Fabre,Castres,Tarn,8.1,0.0,4.0,82.0,MONTREDON-LABESSONNIE
RC Toulon,2,0.46,0.47,0.37,0.54,0.47,8,1,6,1,12,9,0,7,1,9,127,10,24,27,158, 17,Castres Olympique,2024-02-18 21:05:00,2023-2024,Castres Olympique,Visitante,Perdedor,Stade Pierre-Fabre,Castres,Tarn,8.1,0.0,4.0,82.0,MONTREDON-LABESSONNIE
Montpellier Hérault Rugby,3,0.44,0.4,0.32,0.63,0.44,8,1,6,1,13,10,1,8,3,8,125,3,18,24,132,28 ,Aviron Bayonnais,2024-02-24 15:00:00,2023-2024,Montpellier Hérault Rugby,Local,Ganador,Septeo Stadium,Montpellier,Hérault,12.0,0.0,3.8,43.0,PEZENAS-TOURBES
Aviron Bayonnais,2,0.56,0.6,0.68,0.37,0.56,10,1,7,2,14,12,0,2,3,11,114,6,15,28,181, 23,Montpellier Hérault Rugby,2024-02-24 15:00:00,2023-2024,Montpellier Hérault Rugby,Visitante,Perdedor,Septeo Stadium,Montpellier,Hérault,12.0,0.0,3.8,43.0,PEZENAS-TOURBES
Section Paloise,2,0.54,0.54,0.37,0.46,0.55,3,0,2,1,15,15,3,9,1,11,103,23,12,34,109,17 ,RC Toulon,2024-02-24 17:00:00,2023-2024,Section Paloise,Local,Ganador,Stade du Hameau,Pau,Pyrénées-Atlantiques,4.8,0.2,3.1,85.0,GER
Stade Rochelais,0,0.53,0.56,0.51,0.45,0.55,12,1,10,1,9,5,1,7,5,9,131,4,18,18,144, 15,USA Perpignan,2024-02-24 17:00:00,2023-2024,USA Perpignan,Visitante,Perdedor,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,4.8,0.0,0.7,79.0,SERRALONGUE
Castres Olympique,6,0.57,0.57,0.67,0.43,0.55,9,0,7,2,16,12,2,11,1,8,90,9,17,30,167,41 ,Union Bordeaux-Bègles,2024-02-24 17:00:00,2023-2024,Castres Olympique,Local,Ganador,Stade Pierre-Fabre,Castres,Tarn,4.4,0.8,1.1,87.0,MONTREDON-LABESSONNIE
RC Toulon,0,0.46,0.46,0.63,0.54,0.45,11,3,7,1,13,9,0,2,3,10,124,16,19,41,104, 9,Section Paloise,2024-02-24 17:00:00,2023-2024,Section Paloise,Visitante,Perdedor,Stade du Hameau,Pau,Pyrénées-Atlantiques,4.8,0.2,3.1,85.0,GER
LOU Rugby,6,0.54,0.59,0.58,0.41,0.62,5,1,3,1,14,13,1,2,1,13,112,10,11,27,134,43 ,Oyonnax Rugby,2024-02-24 17:00:00,2023-2024,LOU Rugby,Local,Ganador,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,6.8,0.0,2.2,71.0,BRINDAS
Union Bordeaux-Bègles,2,0.43,0.43,0.33,0.57,0.45,10,1,9,0,10,8,1,7,0,11,118,1,37,34,103, 12,Castres Olympique,2024-02-24 17:00:00,2023-2024,Castres Olympique,Visitante,Perdedor,Stade Pierre-Fabre,Castres,Tarn,4.4,0.8,1.1,87.0,MONTREDON-LABESSONNIE
USA Perpignan,3,0.47,0.44,0.49,0.55,0.45,10,2,7,1,13,10,2,6,2,14,135,5,23,18,142,27 ,Stade Rochelais,2024-02-24 17:00:00,2023-2024,USA Perpignan,Local,Ganador,Stade Aimé-Giral,Perpignan,Pyrénées-Orientales,4.8,0.0,0.7,79.0,SERRALONGUE
Oyonnax Rugby,3,0.46,0.41,0.42,0.59,0.38,6,0,5,1,17,15,1,2,3,14,163,21,38,31,104, 26,LOU Rugby,2024-02-24 17:00:00,2023-2024,LOU Rugby,Visitante,Perdedor,Stade de Gerland,Lyon,Auvergne-Rhône-Alpes,6.8,0.0,2.2,71.0,BRINDAS
Racing 92,1,0.48,0.54,0.48,0.44,0.54,3,0,3,0,23,16,1,6,2,9,103,10,14,18,103,11 ,Stade Français Paris,2024-02-24 21:05:00,2023-2024,Racing 92,Local,Perdedor,Paris La Défense Arena,Nanterre,Hauts-de-Seine,6.3,0.0,3.8,87.0,LONGCHAMP (Proxy via Stade Français)
Stade Français Paris,3,0.52,0.46,0.52,0.56,0.46,11,3,7,1,13,12,3,2,2,14,127,4,27,32,82, 27,Racing 92,2024-02-24 21:05:00,2023-2024,Racing 92,Visitante,Ganador,Paris La Défense Arena,Nanterre,Hauts-de-Seine,6.3,0.0,3.8,87.0,LONGCHAMP (Proxy via Stade Français)
Stade Toulousain,5,0.38,0.32,0.25,0.69,0.32,10,2,6,2,6,5,3,3,2,9,189,2,35,20,98, 37,ASM Clermont,2024-02-25 21:05:00,2023-2024,ASM Clermont,Visitante,Ganador,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,2.2,2.4,8.7,100.0,SUPERBESSE
ASM Clermont,5,0.62,0.68,0.75,0.31,0.68,6,0,4,2,14,8,1,7,0,8,70,6,25,14,185,33 ,Stade Toulousain,2024-02-25 21:05:00,2023-2024,ASM Clermont,Local,Perdedor,Stade Marcel-Michelin,Clermont-Ferrand,Puy-de-Dôme,2.2,2.4,8.7,100.0,SUPERBESSE
Castres Olympique,0,0.44,0.4,0.48,0.61,0.42,9,1,8,0,11,10,1,6,2,11,124,13,29,17,128, 6,Stade Toulousain,2024-03-02 15:00:00,2023-2024,Stade Toulousain,Visitante,Perdedor,Stade Ernest-Wallon,Toulouse,Haute-Garonne,12.6,0.0,3.5,76.0,MURET-LHERM
Stade Toulousain,5,0.56,0.6,0.52,0.39,0.58,7,1,5,1,18,14,1,11,0,14,102,10,15,17,158,33 ,Castres Olympique,2024-03-02 15:00:00,2023-2024,Stade Toulousain,Local,Ganador,Stade Ernest-Wallon,Toulouse,Haute-Garonne,12.6,0.0,3.5,76.0,MURET-LHERM
Montpellier Hérault Rugby,5,0.42,0.44,0.31,0.55,0.47,4,0,3,1,12,10,1,3,2,11,174,15,22,20,69, 39,Oyonnax Rugby,2024-03-02 17:00:00,2023-2024,Oyonnax Rugby,Visitante,Ganador,Stade Charles-Mathon,Oyonnax,Ain,13.0,0.0,1.9,59.0,AMBERIEU
LOU Rugby,1,0.45,0.48,0.29,0.52,0.49,9,2,7,0,18,12,0,5,1,15,121,10,27,25,94, 10,Aviron Bayonnais,2024-03-02 17:00:00,2023-2024,Aviron Bayonnais,Visitante,Perdedor,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,5.3,1.0,7.0,91.0,GER
Aviron Bayonnais,5,0.55,0.52,0.71,0.48,0.51,10,0,9,1,15,14,4,8,2,7,95,6,19,35,85,39 ,LOU Rugby,2024-03-02 17:00:00,2023-2024,Aviron Bayonnais,Local,Ganador,Stade Jean-Dauger,Bayonne,Pyrénées-Atlantiques,5.3,1.0,7.0,91.0,GER
